player_key,player_name,coverage,period,timestamp,stat_id,stat_value
466.p.6580,Ayo Dosunmu,date,2025-12-13,2025-12-13,16,-
466.p.6580,Ayo Dosunmu,date,2025-12-13,2025-12-13,17,-
466.p.6580,Ayo Dosunmu,date,2025-12-13,2025-12-13,18,-
466.p.6580,Ayo Dosunmu,date,2025-12-13,2025-12-13,19,-
466.p.6580,Ayo Dosunmu,date,2025-12-13,2025-12-13,20,-
466.p.6580,Ayo Dosunmu,date,2025-12-13,2025-12-13,21,-
466.p.6580,Ayo Dosunmu,date,2025-12-13,2025-12-13,22,-
466.p.6580,Ayo Dosunmu,date,2025-12-13,2025-12-13,23,-
466.p.6580,Ayo Dosunmu,date,2025-12-13,2025-12-13,24,-
466.p.6580,Ayo Dosunmu,date,2025-12-13,2025-12-13,25,-
466.p.6580,Ayo Dosunmu,date,2025-12-13,2025-12-13,27,-
466.p.6580,Ayo Dosunmu,date,2025-12-13,2025-12-13,28,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,0,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,1,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,2,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,3,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,4,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,5,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,6,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,7,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,8,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,9,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,10,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,11,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,12,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,13,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,14,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,15,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,16,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,17,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,18,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,19,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,20,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,21,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,22,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,23,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,24,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,25,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,27,-
466.p.6581,Neemias Queta,date,2025-12-13,2025-12-13,28,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,0,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,1,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,2,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,3,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,4,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,5,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,6,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,7,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,8,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,9,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,10,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,11,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,12,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,13,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,14,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,15,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,16,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,17,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,18,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,19,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,20,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,21,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,22,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,23,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,24,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,25,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,27,-
466.p.6606,Austin Reaves,date,2025-12-13,2025-12-13,28,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,0,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,1,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,2,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,3,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,4,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,5,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,6,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,7,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,8,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,9,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,10,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,11,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,12,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,13,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,14,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,15,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,16,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,17,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,18,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,19,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,20,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,21,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,22,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,23,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,24,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,25,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,27,-
466.p.6614,Jock Landale,date,2025-12-13,2025-12-13,28,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,0,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,1,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,2,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,3,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,4,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,5,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,6,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,7,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,8,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,9,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,10,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,11,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,12,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,13,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,14,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,15,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,16,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,17,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,18,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,19,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,20,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,21,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,22,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,23,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,24,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,25,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,27,-
466.p.6616,Jordan Goodwin,date,2025-12-13,2025-12-13,28,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,0,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,1,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,2,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,3,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,4,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,5,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,6,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,7,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,8,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,9,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,10,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,11,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,12,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,13,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,14,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,15,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,16,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,17,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,18,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,19,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,20,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,21,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,22,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,23,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,24,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,25,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,27,-
466.p.6617,Jay Huff,date,2025-12-13,2025-12-13,28,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,0,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,1,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,2,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,3,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,4,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,5,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,6,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,7,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,8,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,9,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,10,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,11,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,12,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,13,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,14,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,15,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,16,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,17,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,18,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,19,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,20,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,21,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,22,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,23,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,24,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,25,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,27,-
466.p.6632,Justin Champagnie,date,2025-12-13,2025-12-13,28,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,0,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,1,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,2,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,3,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,4,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,5,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,6,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,7,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,8,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,9,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,10,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,11,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,12,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,13,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,14,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,15,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,16,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,17,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,18,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,19,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,20,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,21,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,22,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,23,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,24,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,25,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,27,-
466.p.6691,Paolo Banchero,date,2025-12-13,2025-12-13,28,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,0,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,1,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,2,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,3,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,4,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,5,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,6,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,7,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,8,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,9,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,10,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,11,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,12,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,13,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,14,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,15,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,16,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,17,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,18,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,19,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,20,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,21,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,22,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,23,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,24,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,25,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,27,-
466.p.6692,Chet Holmgren,date,2025-12-13,2025-12-13,28,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,0,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,1,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,2,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,3,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,4,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,5,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,6,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,7,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,8,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,9,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,10,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,11,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,12,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,13,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,14,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,15,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,16,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,17,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,18,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,19,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,20,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,21,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,22,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,23,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,24,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,25,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,27,-
466.p.6693,Jabari Smith Jr.,date,2025-12-13,2025-12-13,28,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,0,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,1,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,2,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,3,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,4,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,5,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,6,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,7,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,8,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,9,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,10,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,11,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,12,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,13,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,14,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,15,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,16,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,17,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,18,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,19,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,20,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,21,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,22,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,23,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,24,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,25,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,27,-
466.p.6694,Keegan Murray,date,2025-12-13,2025-12-13,28,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,0,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,1,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,2,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,3,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,4,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,5,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,6,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,7,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,8,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,9,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,10,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,11,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,12,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,13,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,14,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,15,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,16,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,17,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,18,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,19,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,20,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,21,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,22,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,23,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,24,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,25,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,27,-
466.p.6695,Jaden Ivey,date,2025-12-13,2025-12-13,28,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,0,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,1,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,2,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,3,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,4,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,5,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,6,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,7,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,8,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,9,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,10,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,11,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,12,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,13,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,14,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,15,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,16,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,17,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,18,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,19,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,20,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,21,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,22,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,23,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,24,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,25,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,27,-
466.p.6696,Bennedict Mathurin,date,2025-12-13,2025-12-13,28,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,0,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,1,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,2,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,3,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,4,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,5,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,6,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,7,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,8,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,9,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,10,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,11,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,12,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,13,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,14,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,15,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,16,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,17,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,18,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,19,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,20,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,21,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,22,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,23,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,24,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,25,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,27,-
466.p.6697,Shaedon Sharpe,date,2025-12-13,2025-12-13,28,-
466.p.6698,Dyson Daniels,date,2025-12-13,2025-12-13,0,-
466.p.6698,Dyson Daniels,date,2025-12-13,2025-12-13,1,-
466.p.6698,Dyson Daniels,date,2025-12-13,2025-12-13,2,-
466.p.6698,Dyson Daniels,date,2025-12-13,2025-12-13,3,-
466.p.6698,Dyson Daniels,date,2025-12-13,2025-12-13,4,-
466.p.6698,Dyson Daniels,date,2025-12-13,2025-12-13,5,-
466.p.6698,Dyson Daniels,date,2025-12-13,2025-12-13,6,-
466.p.6698,Dyson Daniels,date,2025-12-13,2025-12-13,7,-
466.p.6698,Dyson Daniels,date,2025-12-13,2025-12-13,8,-
466.p.6698,Dyson Daniels,date,2025-12-13,2025-12-13,9,-
